level,cell_type,number_of_cells,ds
Level_2,Mammillary body,3,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,Lower rhombic lip,1,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,Deep-layer intratelencephalic,2,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,Upper-layer intratelencephalic,6,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,Deep-layer corticothalamic and 6b,2,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,MGE interneuron,12,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,CGE interneuron,33,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,33,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,Midbrain-derived inhibitory,7117,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,Upper rhombic lip,5,102_Siletti_Thalamus.ILN.PILN.CM.Pf_Human_2022
Level_2,Splatter,6773,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Thalamic excitatory,6744,103_Siletti_Thalamus.ETH_Human_2022
Level_2,MGE interneuron,15,103_Siletti_Thalamus.ETH_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,104,103_Siletti_Thalamus.ETH_Human_2022
Level_2,CGE interneuron,63,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Cerebellar inhibitory,1,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Midbrain-derived inhibitory,8371,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Upper rhombic lip,10,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Committed oligodendrocyte precursor,4,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Oligodendrocyte precursor,242,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Oligodendrocyte,1216,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Upper-layer intratelencephalic,28,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Deep-layer intratelencephalic,4,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Deep-layer corticothalamic and 6b,2,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Miscellaneous,19,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Eccentric medium spiny neuron,1,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Vascular,43,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Fibroblast,60,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Astrocyte,238,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Ependymal,58,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Microglia,184,103_Siletti_Thalamus.ETH_Human_2022
Level_2,Miscellaneous,18,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Microglia,394,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Fibroblast,88,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Vascular,82,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Ependymal,117,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Astrocyte,529,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Committed oligodendrocyte precursor,9,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Oligodendrocyte,1821,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Oligodendrocyte precursor,335,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Splatter,124,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Upper rhombic lip,8,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Cerebellar inhibitory,1,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,MGE interneuron,28,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,127,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,CGE interneuron,68,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Eccentric medium spiny neuron,1,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Thalamic excitatory,7279,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Deep-layer intratelencephalic,2,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Amygdala excitatory,1,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Upper-layer intratelencephalic,6,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Midbrain-derived inhibitory,9716,104_Siletti_Thalamus.MNC.MD_Human_2022
Level_2,Miscellaneous,46,105_Siletti_Thalamus.STH_Human_2022
Level_2,Microglia,836,105_Siletti_Thalamus.STH_Human_2022
Level_2,Fibroblast,154,105_Siletti_Thalamus.STH_Human_2022
Level_2,Vascular,70,105_Siletti_Thalamus.STH_Human_2022
Level_2,Astrocyte,1312,105_Siletti_Thalamus.STH_Human_2022
Level_2,Thalamic excitatory,2,105_Siletti_Thalamus.STH_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,3,105_Siletti_Thalamus.STH_Human_2022
Level_2,CGE interneuron,19,105_Siletti_Thalamus.STH_Human_2022
Level_2,Splatter,358,105_Siletti_Thalamus.STH_Human_2022
Level_2,Mammillary body,5,105_Siletti_Thalamus.STH_Human_2022
Level_2,Committed oligodendrocyte precursor,20,105_Siletti_Thalamus.STH_Human_2022
Level_2,Deep-layer intratelencephalic,1,105_Siletti_Thalamus.STH_Human_2022
Level_2,Upper-layer intratelencephalic,3,105_Siletti_Thalamus.STH_Human_2022
Level_2,Hippocampal CA1-3,1,105_Siletti_Thalamus.STH_Human_2022
Level_2,Hippocampal dentate gyrus,1,105_Siletti_Thalamus.STH_Human_2022
Level_2,MGE interneuron,1,105_Siletti_Thalamus.STH_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1,105_Siletti_Thalamus.STH_Human_2022
Level_2,Midbrain-derived inhibitory,162,105_Siletti_Thalamus.STH_Human_2022
Level_2,Oligodendrocyte precursor,985,105_Siletti_Thalamus.STH_Human_2022
Level_2,Oligodendrocyte,16182,105_Siletti_Thalamus.STH_Human_2022
Level_2,Miscellaneous,20,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Microglia,648,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Fibroblast,94,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Vascular,83,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Astrocyte,742,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Committed oligodendrocyte precursor,12,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Thalamic excitatory,220,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Splatter,13,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Midbrain-derived inhibitory,1207,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,CGE interneuron,10,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,2,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Oligodendrocyte precursor,573,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Oligodendrocyte,14022,106_Siletti_Thalamus.LNC.LP.VPL_Human_2022
Level_2,Vascular,19,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Fibroblast,32,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Astrocyte,299,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Ependymal,1,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Splatter,1619,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Upper rhombic lip,24,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Midbrain-derived inhibitory,6005,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Mammillary body,1,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Thalamic excitatory,2441,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Miscellaneous,31,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Amygdala excitatory,2,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Hippocampal CA1-3,1,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Upper-layer intratelencephalic,2,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Hippocampal dentate gyrus,1,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,25,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,MGE interneuron,4,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,CGE interneuron,363,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Oligodendrocyte,2948,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Oligodendrocyte precursor,204,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Committed oligodendrocyte precursor,2,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Microglia,185,107_Siletti_Thalamus.PoN.MG_Human_2022
Level_2,Midbrain-derived inhibitory,5270,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Oligodendrocyte precursor,379,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Thalamic excitatory,2112,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Splatter,1261,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,CGE interneuron,14,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,3,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,MGE interneuron,7,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Upper-layer intratelencephalic,1,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Committed oligodendrocyte precursor,18,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Oligodendrocyte,2796,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Choroid plexus,2,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Ependymal,32,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Astrocyte,564,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Fibroblast,98,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Vascular,95,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Microglia,450,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Miscellaneous,23,108_Siletti_Thalamus.MNC.MD.Re_Human_2022
Level_2,Miscellaneous,35,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Microglia,284,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Vascular,143,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Fibroblast,87,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Astrocyte,436,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Midbrain-derived inhibitory,2714,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,CGE interneuron,4,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,5,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Splatter,319,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Thalamic excitatory,2784,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Oligodendrocyte precursor,436,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Committed oligodendrocyte precursor,11,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Oligodendrocyte,5507,109_Siletti_Thalamus.ILN.PILN.CM_Human_2022
Level_2,Miscellaneous,25,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Microglia,188,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Oligodendrocyte,3163,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Committed oligodendrocyte precursor,8,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Upper-layer intratelencephalic,3,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Deep-layer intratelencephalic,6,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,CGE interneuron,143,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,2,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,MGE interneuron,22,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Splatter,532,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Midbrain-derived inhibitory,184,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Thalamic excitatory,13,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Medium spiny neuron,2719,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Eccentric medium spiny neuron,524,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Amygdala excitatory,5,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Oligodendrocyte precursor,221,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Astrocyte,577,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Ependymal,44,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Vascular,24,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Fibroblast,71,110_Siletti_Thalamus.LNC.VA_Human_2022
Level_2,Microglia,400,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Miscellaneous,15,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Vascular,43,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Fibroblast,57,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Astrocyte,182,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Oligodendrocyte precursor,380,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Committed oligodendrocyte precursor,6,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Oligodendrocyte,3485,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Thalamic excitatory,671,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,CGE interneuron,61,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,1,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,MGE interneuron,3,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Splatter,113,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Upper-layer intratelencephalic,2,111_Siletti_Thalamus.LNC.VPL_Human_2022
Level_2,Midbrain-derived inhibitory,1458,111_Siletti_Thalamus.LNC.VPL_Human_2022
level_1,oligodendrocyte,298,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,oligodendrocyte precursor cell,231,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,astrocyte of the cerebral cortex,283,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,microglial cell,76,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,cerebral cortex endothelial cell,6,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,vascular leptomeningeal cell,4,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,corticothalamic-projecting glutamatergic cortical neuron,349,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,L6b glutamatergic cortical neuron,391,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,near-projecting glutamatergic cortical neuron,291,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,L5 extratelencephalic projecting glutamatergic cortical neuron,20,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,lamp5 GABAergic cortical interneuron,837,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,vip GABAergic cortical interneuron,905,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,caudal ganglionic eminence derived GABAergic cortical interneuron,134,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,sncg GABAergic cortical interneuron,324,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,sst GABAergic cortical interneuron,806,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,pvalb GABAergic cortical interneuron,760,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,chandelier pvalb GABAergic cortical interneuron,32,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_1,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,8756,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Oligo,298,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,OPC,231,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Astro,283,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Micro-PVM,76,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Endo,6,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,VLMC,4,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,L6 CT,349,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,L6b,391,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,L5/6 NP,291,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,L5 ET,20,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Lamp5,604,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Vip,905,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Pax6,134,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Sncg,324,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Lamp5_Lhx6,233,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Sst,793,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Pvalb,760,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Chandelier,32,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,Sst Chodl,13,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,L5 IT,1798,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,L4 IT,1774,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,L6 IT,1449,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,L6 IT Car3,258,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_2,L2/3 IT,3477,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Oligo_1,44,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,OPC_2,229,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Astro_5,20,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Astro_2,234,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Micro-PVM_2,66,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Astro_3,19,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Oligo_4,109,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Endo_1,6,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Oligo_2,143,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,VLMC_2,2,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Micro-PVM_3,8,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Micro-PVM_1,2,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Astro_4,8,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Oligo_3,2,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Astro_1,2,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,OPC_1,2,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,VLMC_1,2,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6 CT_2,229,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6b_5,17,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6 CT_1,82,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L5/6 NP_1,161,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L5/6 NP_4,32,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L5/6 NP_3,11,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6b_6,279,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L5/6 NP_2,73,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L5/6 NP_6,9,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L5/6 NP_5,5,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6b_4,38,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6b_3,6,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6 CT_3,26,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6b_1,33,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L5 ET_2,16,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L5 ET_1,4,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6b_2,18,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,L6 CT_4,12,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Lamp5_2,240,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_7,15,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_21,22,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pax6_1,91,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Lamp5_5,185,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pax6_4,18,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sncg_1,49,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sncg_4,75,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sncg_6,42,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Lamp5_6,47,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sncg_8,51,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Lamp5_3,72,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sncg_5,68,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_13,73,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sncg_7,10,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_23,68,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_1,82,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_22,10,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Lamp5_Lhx6_1,233,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_16,13,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sncg_2,16,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_6,27,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_4,100,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_19,53,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_10,22,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_9,31,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_8,23,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_15,65,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Lamp5_1,38,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_2,60,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_11,106,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_12,21,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_18,26,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_3,25,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_5,26,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_17,11,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_20,12,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Lamp5_4,22,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Vip_14,14,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sncg_3,13,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pax6_3,9,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pax6_2,16,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_8,2,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_15,269,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_10,27,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_5,40,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_13,22,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_1,52,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_1,20,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_14,54,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_5,42,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_12,47,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_23,32,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_11,25,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_25,84,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_2,94,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_3,108,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_17,16,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_22,22,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_2,23,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_26,29,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_4,37,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_19,69,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_13,48,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Chandelier_1,19,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_6,34,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst Chodl_1,10,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_11,14,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_9,48,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_9,57,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_7,21,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_7,15,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_12,24,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_8,12,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_3,33,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_21,12,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_24,15,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Pvalb_10,23,226_Jorstadetal2023_MTG_Human_2023_smartseq
level_3,Sst_16,8,226_Jorstadetal2023_MTG_Human_2023_smartseq
